_signal,ar_coefficient_k_10_coeff_0,ar_coefficient_k_10_coeff_1,ar_coefficient_k_10_coeff_2,ar_coefficient_k_10_coeff_3,ar_coefficient_k_10_coeff_4,augmented_dickey_fuller_attr_pvalue,augmented_dickey_fuller_attr_teststat,binned_entropy_max_bins_10,c3_lag_1,c3_lag_3,change_quant_f_agg_mean_isabs_True_qh_0.2_ql_0.0,change_quant_f_agg_mean_isabs_True_qh_0.4_ql_0.2,change_quant_f_agg_mean_isabs_True_qh_0.6_ql_0.4,change_quant_f_agg_mean_isabs_True_qh_0.8_ql_0.6,change_quant_f_agg_mean_isabs_True_qh_1.0_ql_0.8,change_quant_f_agg_var_isabs_True_qh_0.2_ql_0.0,change_quant_f_agg_var_isabs_True_qh_0.4_ql_0.2,change_quant_f_agg_var_isabs_True_qh_0.6_ql_0.4,change_quant_f_agg_var_isabs_True_qh_0.8_ql_0.6,change_quant_f_agg_var_isabs_True_qh_1.0_ql_0.8,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_0,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_1,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_2,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_3,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_4,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_5,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_6,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_7,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_8,energy_ratio_by_chunks_num_sgmts_10_sgmt_focus_9,index_mass_quantile_q_0.2,index_mass_quantile_q_0.4,index_mass_quantile_q_0.6,index_mass_quantile_q_0.8,kurtosis,linTrend_attr_icpt,linTrend_attr_pvalue,linTrend_attr_rvalue,linTrend_attr_slope,linTrend_attr_stderr,maximum,mean,median,minimum,number_crossing_m_m_1,number_cwt_peaks_n_5,partial_autocorrelation_lag_2,partial_autocorrelation_lag_3,partial_autocorrelation_lag_4,partial_autocorrelation_lag_5,partial_autocorrelation_lag_6,partial_autocorrelation_lag_7,partial_autocorrelation_lag_8,partial_autocorrelation_lag_9,ratio_beyond_r_sigma_r_1,ratio_beyond_r_sigma_r_7,skewness,standard_deviation,time_reversal_asymmetry_statistic_lag_2,value_count_value_0.0,value_count_value_1.0,agg_autocorrelation_vlag_lag_0.25_f_agg_mean,agg_autocorrelation_vlag_lag_0.25_f_agg_var,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C0_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C1_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C2_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C3_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C4_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C5_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C6_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C7_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C8_bins10_f_agg_mean,cwt_coeff_agg_widths_(2-5-10-20)_w_10_C9_bins10_f_agg_mean,frequency_info_N_components,frequency_info_maxFreq,frequency_info_maxPeriod,frequency_info_minFreq,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_0,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_1,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_2,friedrich_coefficients_t_norm_1_m_3_r_30_coeff_3,max_langevin_fixed_point_t_m_3_r_30,number_crossing_mean,number_crossing_meansigma_lb,number_peaks_r_n_1,number_peaks_r_n_5,number_peaks_r_n_50,relative_quantile_q_0.2,relative_quantile_q_0.8,symmetry_v,timelength,value_count_median
SY_AR2_Timmer2_N10000_T10_tau100_eta1000_Mamp0.6_Tmod250_4.dat,0.002788057487023153,1.5990118337751196,-0.9581444611541597,-0.02788015777072131,0.000721389641281267,0.0,-33.4788317804529,1.8229413729060757,1.5116411726210044,-0.8918330830052886,3.472100235109718,2.012312724550898,1.5171425690658498,1.8975416549789623,3.495280215550423,7.392489752844773,2.1452258957812,1.3049925621961178,1.847138797016616,7.424934983665542,0.08705540072608405,0.13017482917947534,0.08576325766543168,0.10830743402725096,0.1189260438401219,0.0808273867359601,0.11272776798947441,0.10374797517218103,0.06620369287687218,0.10626621178714839,0.1932,0.3934,0.5936,0.7827,-0.3146781164486838,-0.06546733818851513,0.675083436846192,0.004192321398377854,1.3906933081011128e-05,3.317541867023877e-05,30.938000000000002,0.00406037375,-0.0544515,-33.957,1982.0,827.0,-0.9842097733461891,0.0020494547739132985,0.015946604283526795,0.002482800035604967,-0.01180156088770632,0.01967407822758188,-0.018936610685499948,0.021227042366875414,0.3408,0.0,0.0008965983271713114,9.576044814794944,3.016890238104816,0.0,1.0,-0.00011650661687708079,0.016705429723474118,-0.0020700116492607156,-0.03703124209401918,0.04320723143283968,-0.04688722817301024,0.024776992709191654,-0.0012364365271932307,-0.02108705363887178,0.010339882781638261,-0.008264352268656861,0.011609258354364674,7,0.1086,10.729613733905579,0.0932,-0.0002661278958516265,-0.18820481956793078,0.003033131265821582,-0.011785651362651207,4.202312077266132,2002.0,1300.0,0.1039,0.0989,0.0074,0.3927328761846059,0.6546436551352184,0.9990983608328838,10000,1
SY_AR2_Timmer2_N10000_T10_tau50_eta1000_Mamp0.9_Tmod250_4.dat,-0.012308373316321399,1.592743065702311,-0.9789502593860313,0.015001145979247489,-0.009917553343134385,0.0,-218.97631961390817,1.7145667723392004,-3.8825475239990066,4.655085548573753,2.3688630733944955,1.0959748308525032,0.9658871594023325,1.09820222513089,2.4271398479087454,3.7397362249437656,0.650344598013334,0.4958489253386843,0.5969985389348393,3.9101351193246914,0.08623980940039874,0.08431441294143877,0.15492441289798223,0.08920563233736396,0.12834747024409351,0.12366569687197158,0.0783133487743983,0.09630807538574059,0.07469716452774919,0.08398397661886312,0.2114,0.3905,0.5579,0.7707,0.15831991416736324,-0.06622940359844015,0.7757699214304861,0.002848708616488685,5.9965606267507046e-06,2.1052121667041958e-05,22.656,-0.036249598745,-0.0659425,-23.62,1966.0,923.0,-0.9600305907105129,0.0016326626332317257,-0.00723991000894761,-7.135379485477035e-05,-0.005377383352874776,-0.002780966240665646,0.0013448231881303006,-0.004635250887371399,0.3089,0.0,-0.001303017014431428,6.076640929010233,-0.3871485639509792,0.0,0.0,-0.0002285890950013428,0.006969778212347595,-0.039281248385954724,-0.0029537659183003625,0.05805342236024287,-0.07754957475229378,0.013613625681871638,-0.01029785877021893,0.010002595334111367,0.019085755428447797,0.008659221194149386,0.011805190901315918,16,0.1101,11.389521640091116,0.0878,0.0003059457208962077,-0.18893297584412327,-0.005269856525308726,-0.01604893778145513,0.0012168666522912018,2003.0,1167.0,0.1089,0.098,0.0087,0.40111072694269173,0.6175987552943211,0.9993583520344239,10000,1
SY_AR2_Timmer2_N10000_T10_tau50_eta1000_Mamp0.9_Tmod250_5.dat,0.014079978448264412,1.5993472849721382,-0.9661617674369684,-0.022797956845843362,0.02112786353270317,0.0,-233.08255832790334,1.6903053826442727,0.6281168306401445,1.279002538750132,2.5160393568147015,1.2932939393939393,1.062922584962406,1.199846256684492,2.4960501906941266,3.8823637441937673,0.8713962322222223,0.6435068286969535,0.82198174048064,4.132711057313084,0.09041262783309399,0.1354643733442668,0.11146779140435055,0.08829984127844143,0.10821541059659369,0.10109754484738098,0.10435801623669623,0.08273952272975624,0.08489151834634082,0.09305335338307928,0.1877,0.386,0.5849,0.7824,-0.1919713377241239,0.1048969064422098,0.5539496553883854,-0.005919208746526308,-1.3510501462588218e-05,2.2826726652734503e-05,25.726,0.03735115438,0.132915,-25.715999999999998,1989.0,890.0,-0.9656826694887253,0.013098679273292656,0.01512092227245876,-0.009153816009696914,-0.007520168876543434,0.008779677284828832,0.00829753730773006,-0.0015805628363504578,0.3257,0.0,-0.009725683279023047,6.588964802000173,0.7181950973625214,0.0,0.0,-5.555229745929198e-05,0.00789330268648791,-0.023323842370849567,0.027855035378594593,-0.03994808926104577,-0.03557772954208214,0.027026155481990687,-0.0037220790000643193,0.00207541607659617,0.05751245720442924,-0.008210586353653468,-0.02180315572592125,11,0.1064,11.098779134295228,0.0901,3.302974265628211e-05,-0.18692891910918963,-0.0010977793791164554,-0.027913436990695713,0.041895968148652526,1977.0,1210.0,0.1082,0.0982,0.0084,0.3904066715913067,0.6111815248240737,0.9981422991792699,10000,1
SY_AR2_Timmer3_N10000_Tmean10_tau20_Tmod100_MT3_eta1000_2.dat,0.01904805814703197,1.6532900578026624,-1.0969546344550616,0.06414934718674223,0.035406571985129476,0.0,-31.31090740319478,1.6944562717069565,5.145990242731119,-1.689051644098677,1.5028139445300464,0.6960046021220159,0.5929807157205883,0.7790269479606188,1.5582592043681747,1.34200011893498,0.2566410637460619,0.18533559333228053,0.29989463394384963,1.4827921641625497,0.08968808056811149,0.10221160279604677,0.11583027500249331,0.08805720841325179,0.12718691180498556,0.09889240934632731,0.09107087050128332,0.09131505646761796,0.1120184035221482,0.08372918157773429,0.2093,0.4075,0.5918,0.7993,0.08631226010339388,0.020255854916249767,0.6467877209888858,0.004582841698274059,6.279381829733019e-06,1.3703165693858144e-05,16.685,0.051649624373999996,0.0055538,-13.95,1984.0,923.0,-0.8629141412239785,0.2380316613274482,0.03516650774804077,-0.11356498816728028,-0.17294251911795333,-0.11449968056503666,-0.038624208748502566,0.01959235550512457,0.313,0.0,0.06964270233616414,3.955409122007366,0.46249341723580606,0.0,0.0,-0.00010535078992608053,0.0012738838905777894,0.0912019719556562,-0.01665642092946157,0.014408111843553862,-0.03888388274046117,0.01718430612848391,-0.0031875485520702893,-0.03028409743844073,-0.01951464101617596,0.07582535461835863,-0.010735692792707845,52,0.142,15.45595054095827,0.0647,-0.0004038579816048067,-0.22542116460269696,0.0045455127106340636,0.1404463064006213,19.224974279780927,2094.0,1222.0,0.1283,0.098,0.0094,0.3482258854251673,0.5639203525379468,0.9984953215480986,10000,1
SY_AR2_Timmer2_N10000_T20_tau100_eta1000_Mamp0.6_Tmod250_3.dat,0.019235387011259986,1.873011881282165,-0.9667591312349265,-0.015388266766301194,0.03849242974574005,0.0,-154.50667302237332,1.7231905003052872,24.86037609419062,32.21093439372976,3.872285111512959,2.3436298187808897,2.165071273261066,2.4544142144638403,3.653881355932204,9.187131378024265,3.20041202405318,2.682946761223291,3.434884778276752,8.72823404524562,0.09866090306532405,0.07459694087219548,0.06295736092235905,0.0724656873005288,0.1844332776776096,0.05548167442335907,0.17928164142073294,0.06084879354436304,0.13359057241495223,0.07768314835857568,0.2134,0.4202,0.6155,0.8055,0.21024440635940467,0.4187239747684673,0.4442412745370835,-0.007651352849044546,-4.297559507320077e-05,5.617128894290843e-05,65.28,0.20386748720000003,0.38268,-56.678999999999995,994.0,565.0,-0.9815492854780368,0.037403295244292645,-0.012365265568602055,-0.02009713862617461,0.013327662319188192,0.008232097124927657,0.01073481889703559,-0.0050618369678020496,0.3001,0.0,-0.03281127027935864,16.214107328180095,2.531815375199578,0.0,0.0,-0.00010575772826063932,0.015608036172268134,0.19633746936007657,-0.26932325424690806,0.180735909498743,0.04872622120323767,-0.32606415587921483,0.2108986874660817,-0.07529579239683562,-0.0028478803784177274,-0.18699034638302814,0.21289698747971045,22,0.056,23.696682464454977,0.0422,3.560086810248235e-05,-0.04979670106683642,-0.00031707315805016526,0.005300735183911052,188.91789888796254,994.0,560.0,0.061,0.051,0.0081,0.3596946514812355,0.5746111398092801,0.9985338309366263,10000,1
SY_AR2_Timmer2_N10000_T20_tau100_eta1000_Mamp0.6_Tmod100_4.dat,-0.004834558045413735,1.870763379372073,-0.945586221946845,-0.0437828028494546,0.01977040538692315,0.0,-86.7507976032927,1.8292938426606373,-89.3520802281273,-59.79255587694748,3.741120606060606,2.9647912310286677,2.6980966741219965,2.8199379574468084,3.800817348808797,8.13157520909054,4.807405497359867,3.822197925384179,4.188763337554977,8.7670023325518,0.07656126858402554,0.17611855162793666,0.07540416673757255,0.08440226973616531,0.09370372521911245,0.11009485863299782,0.06794965111882066,0.15387686246515495,0.060935075763772,0.10095357011444216,0.1861,0.395,0.5949,0.7837,-0.23971140521167555,-0.13321399902006012,0.7707832623414381,0.0029138631480286983,1.7454253453357358e-05,5.990646831259946e-05,56.148,-0.04595145888,0.19409500000000002,-60.1,986.0,568.0,-0.9821142469486182,-0.021885307043277725,0.009808740713452503,-0.008401835359206928,-0.013882529321864172,-0.00951032057124829,-0.005666342197427943,-0.01931758997991568,0.3256,0.0,-0.008608667196212061,17.291851688764492,-8.140597857108943,0.0,1.0,-0.00018608785246469533,0.013690204059573458,-0.08667758672091708,0.08613026833252546,0.1930189319684877,-0.24002388563790172,0.17423581743386002,-0.06090146512688946,-0.1591896588161469,0.17547452237436095,-0.0009464769450696906,0.14716884368854985,21,0.0564,23.201856148491878,0.0431,4.3770675962288154e-05,-0.04835005715254271,-0.00029087190858808677,-0.0021330946175614025,0.006667151559897849,992.0,633.0,0.0562,0.0503,0.0077,0.3870776271419723,0.6442433418209345,0.9979350486986442,10000,1
SY_AR2_Timmer3_N10000_Tmean10_tau20_Tmod100_MT1_eta1000_3.dat,0.0020224308040877074,1.5712082456486103,-0.9382651303498022,0.015533484323667444,-0.023167849376576774,0.0,-34.62098774458801,1.68047017323781,0.6296144973553012,0.3322659968612217,1.5686554022988506,0.7641222982216143,0.5981573482195846,0.7238631967213114,1.5674617669459252,1.6382607117428456,0.2807073219851422,0.195968461040971,0.27934646757611975,1.623710046946459,0.07686920171877495,0.10173709758813404,0.09808285691577272,0.0829491311317959,0.11522716343612949,0.08603833615964038,0.09817659519902394,0.09264739912562996,0.1296686761564645,0.1186035425686342,0.211,0.4149,0.6141,0.8235,0.07299489281771088,0.04422410131922007,0.5813349684786101,-0.005515005434831591,-7.800903858229835e-06,1.4146070229145341e-05,16.807000000000002,0.0052234824800000065,-0.027820499999999998,-15.44,1924.0,922.0,-0.9039314527372528,0.031934195518650926,0.014904985267026246,0.007321808185194775,-0.02906792093067686,-0.007861645647716938,-0.021529848510635958,-0.011864231290245742,0.3159,0.0,0.016124427906743,4.083272422096577,0.3915089670480244,0.0,0.0,5.361795379412272e-05,0.002640342485646866,0.025063683660979975,-0.05735495222013756,0.030750214764606595,0.024456025187434904,-0.04097396476591767,0.02969686816018141,-0.01102613566917914,-0.01116708533875201,-0.025033581330278623,0.03470312917722123,44,0.119,12.642225031605562,0.0791,-8.473544340495534e-05,-0.19109742138538216,0.0013585842738204007,0.0060636414103962,88.73550115485766,1978.0,1176.0,0.1233,0.0963,0.0094,0.37364095884888515,0.5848109901696281,0.9989752850658976,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.6_Tmod250_1.dat,0.011092663409613504,1.8566945833535142,-0.9224523891897309,-0.06774319668494759,0.04360588674518148,0.0,-58.84179270119626,1.7731861295041635,50.755349001355604,23.288028510153318,2.596527405602923,2.1516336464560206,1.712687680540037,1.8113279898218828,2.622372417982989,3.8911260263500296,2.4159836310113834,1.6682304815053002,1.8588565939748396,3.979930778072768,0.07151746052225531,0.1165292524008027,0.10017577026212737,0.12604029068041878,0.0756858452075716,0.10307812813958726,0.10674547083902569,0.06994308888233625,0.10781028859934534,0.12247440446652977,0.2062,0.3947,0.6033,0.8171,-0.16408961847087022,-0.1560922362252394,0.1952783994180723,0.012952288592055982,5.274813359040692e-05,4.072560893907382e-05,40.524,0.10762205766000002,0.27638,-43.511,1012.0,597.0,-0.9614722976035528,-0.016479249787792277,0.02358087305861286,-0.014075348025963236,-0.005200592806593268,0.01616703477870771,-0.01188459007763909,-0.018225145383310288,0.3263,0.0,0.0058648519255951465,11.756281045991924,2.9372719651042973,0.0,0.0,-2.5868518391636173e-05,0.006748628151979402,0.12445750468232973,-0.10395923209711173,-0.10290147378716119,-0.023946227844522213,0.05788124286773548,-0.022833997086112674,-0.09999010037226345,0.24010167695442516,0.05264487417674665,-0.21214660389537526,37,0.0595,24.691358024691358,0.0405,7.281990259655042e-06,-0.05035427006396311,-0.0001703706587465599,0.0019287204308152755,216.65934887337917,1000.0,632.0,0.0658,0.0518,0.0093,0.3975724400547392,0.6370559885761886,0.9979918136212292,10000,1
SY_AR2_Timmer3_N10000_Tmean10_tau50_Tmod100_MT1_eta1000_4.dat,-0.0025213406237517342,1.62568579986183,-1.012666473250688,-0.014337045864117298,0.03482147064098767,0.0,-26.251837953452274,1.6914108200817297,1.1852108963780494,0.011186693458967875,2.2477513430544893,1.0769663956639566,0.9586219258015266,1.0329467877094973,2.2627077101002313,3.2642809014851495,0.6006851843179031,0.42161486629269734,0.5958236826852119,3.2611157590924438,0.10670006987630443,0.10815334547104434,0.06961945830426504,0.07766429708274,0.10474097881649987,0.09043910299582528,0.09740124232965362,0.12032688309419806,0.10150699680332188,0.1234476252261475,0.1953,0.4128,0.6259,0.8165,0.008892742909488494,-0.10478646812783687,0.3325595073433173,0.0096906969409695,1.945318618658603e-05,2.0075148755776052e-05,24.349,-0.0075302637880000035,-0.0332625,-20.676,1978.0,924.0,-0.9511642255765367,0.047246774434476016,0.029399617244782166,-0.02684044656543538,-0.04632153796290183,-0.0672102144415883,-0.05865924415854423,-0.02487268705365949,0.3201,0.0,0.01559007447850659,5.794888795759417,-0.2699847148317123,0.0,0.0,-0.00013846074182368486,0.0036881107840909424,0.012275922925230937,-0.002278038036079536,-0.027716954773294326,-0.01021733357773023,0.027226174912206153,-0.016916332781824358,-0.014896994246229952,0.024459377103985682,-0.021697007845509497,0.005154869203290293,40,0.1174,11.806375442739078,0.0847,-7.462092406042866e-06,-0.19506232032379095,-7.932116506887149e-06,0.008269228201049325,109.34341136869459,2006.0,1222.0,0.1118,0.0985,0.0087,0.3507362576346474,0.5675380344253192,0.9994284900341588,10000,1
SY_AR2_Timmer2_N10000_T20_tau100_eta1000_Mamp0.9_Tmod250_2.dat,5.712927120977052e-05,1.8801774628008086,-0.9738080189562939,0.009040676593439184,-0.04058772273596696,0.0,-148.98358671716377,1.7524972955157678,6.363788610567574,3.2228276536920415,3.424519393939394,2.3635677284157586,2.458041645343368,2.42153649449619,3.4318844984802435,6.864909012048119,3.2587587610960136,2.8803902409497257,3.2415311237739943,7.10250459820955,0.13716154909677655,0.13244546566356655,0.08150703262291675,0.06879125753809878,0.08487747734408072,0.11245485564425278,0.09210757851920628,0.08387619441717624,0.13990462728350164,0.06687396187042344,0.1717,0.3995,0.5933,0.805,-0.07279270091538104,-0.06986794436273516,0.8142034579357299,0.0023503585331373623,1.246047166031306e-05,5.3020351143263186e-05,59.379,-0.0075718162970000264,0.020861499999999998,-52.933,1002.0,569.0,-0.9784213945402667,0.008654955908874364,0.002610454404060531,0.022060078449213916,-0.017093703784406878,-0.020720947985352737,0.003769454599010534,0.004303333199988205,0.3208,0.0,0.0031386334466475332,15.304168555378272,0.0001628050996416704,0.0,0.0,-0.00014825823607433365,0.010826290515791134,-0.029446253340963877,-0.18753760004082382,0.11375713043509003,-0.2529660874677938,-0.0020401871126496758,0.2569137850641507,0.005300804832154341,-0.10095982115460808,0.09266171760670686,-0.0658316524293262,19,0.0545,23.094688221709006,0.0433,-2.771693522853787e-05,-0.04984414020047214,0.0008391207978146797,0.0024750225663308163,242.67651894882118,1004.0,609.0,0.059,0.0508,0.0083,0.3567116603746706,0.5876754042310706,0.9997468363460984,10000,1
SY_AR2_Timmer3_N10000_Tmean20_tau50_Tmod100_MT1_eta1000_4.dat,-0.031101076838814537,1.870013862658124,-0.9663625432693099,0.00010565617692855078,0.01149979179987707,0.0,-102.42407710771695,1.700529557481132,-90.54809668831454,-28.82625858815049,2.440288640483384,1.7916178059071732,1.5470515147222221,1.7855301427371957,2.4669046004842614,3.5505291571277593,1.7915050698348483,1.3715011154174033,1.6856214834155125,3.7401380627270195,0.07757743230041736,0.13146644023539814,0.08949569179071623,0.10869685403024332,0.10272071076990932,0.08903876812363301,0.09101883108100559,0.078734086549141,0.09106304778026306,0.1401881373392729,0.1935,0.3965,0.6009,0.8164,0.035258447219543854,-0.6211618292591621,0.1305812837909262,0.015119162169123467,5.7678480405873006e-05,3.8148711617058663e-05,44.206,-0.33279826647,-0.329245,-40.63,1003.0,656.0,-0.955369510665762,0.013607533428047226,0.01039366982157403,0.00031364071633903563,0.01337151783385899,-0.00261432501580534,0.00014175379126713303,-0.01294190288490943,0.3193,0.0,0.015762524117186344,11.012741860221249,-0.698203248470391,0.0,0.0,-0.0002580831747556054,0.006554621968345782,0.04726717593225396,-0.07775861016871843,0.0596475516227533,-0.063242901575988,0.391109928389871,-0.27211000470091407,-0.13831341237516093,0.0036268912419590506,-0.052784295678756706,0.04792447937930612,42,0.0608,31.84713375796178,0.0314,0.0002013814243612608,-0.047628999604325706,-0.002312445823229301,-0.005065627313112027,-0.15348674877473353,999.0,604.0,0.0698,0.0516,0.0092,0.36477203074166625,0.5846456692913385,0.99995811605368,10000,1
SY_AR2_Timmer1_N10000_T20_tau50_eta1000_3.dat,0.0037215547282930636,1.8657161053649707,-0.9653434278937918,0.0063585692027337826,-0.010860476424580393,0.0,-108.58747284234504,1.768127199939947,66.26440868047582,35.278688757792764,2.4803255941499085,1.8142273809523808,1.8976945270890726,1.88602202680067,2.563912705167173,3.9004312542626725,1.906745975593821,1.820010105191669,1.8978466585851723,4.144503161826421,0.07220251907533029,0.11758331505170752,0.07657255756754407,0.07339453978252185,0.1183939456088555,0.06815150900210844,0.10588653968877824,0.0924384230255019,0.1739575809071187,0.1014190702905334,0.2055,0.4333,0.6389,0.8339,-0.03561549141896636,-0.10989323207912212,0.4915883466746037,0.0068786259268736214,2.7484579215746e-05,3.995954727333618e-05,43.001000000000005,0.02751592171000002,-0.11937,-40.012,995.0,614.0,-0.952354691388898,-0.06366598518891765,-0.009860688611214016,-0.0026358228776159143,-0.006220085876710949,-0.005994582905723837,-0.0038749827758760547,0.0020981941560695863,0.3186,0.0,0.0411368114465554,11.534446921614773,3.2519766021198224,0.0,0.0,-3.255302069603916e-05,0.00798922078194306,-0.08349223033234998,0.22912118190864444,-0.13191948437338114,-0.1356483769018605,0.2232174208453552,-0.19948329080379124,0.21864251891461553,-0.2825714359431423,0.17062891137285588,-0.18255511748987846,36,0.0596,29.239766081871345,0.0342,-8.40508027796934e-05,-0.04859819309741352,0.0024185069632151495,-0.0027010763588369074,18.645582908556808,1007.0,615.0,0.066,0.0519,0.0093,0.3647079373110236,0.6002553816872056,0.9982305672399504,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.9_Tmod100_2.dat,0.0012640635106128577,1.87442934343605,-0.9844953707140089,0.013562942319661611,0.018067038483070508,0.0,-114.49292564812016,1.9084941006307128,-25.871352427805313,-14.021697419791627,2.574587128111718,2.009825680272109,1.8555975872693726,2.1100360205831903,2.6051068376068383,3.9654784427729903,2.272532873201068,1.9612066438631555,2.1709274755121233,3.775203313982551,0.11249549668773086,0.09001033014236193,0.14124152680268956,0.08000444078147063,0.08725042927306215,0.1066295653812634,0.07320223956013089,0.12369187314992447,0.08713201768374196,0.09834208053762404,0.202,0.3898,0.5942,0.7948,-0.3312088984446513,-0.029391006871236688,0.8372946366903604,0.002053806355367988,8.547021346381976e-06,4.161959147899649e-05,37.593,0.013339826350000004,-0.111735,-36.702,978.0,623.0,-0.9639370902148297,0.012852171685055862,-0.008976083218125467,-0.006124707937311008,0.013463398091513297,-0.02005571515448933,0.005237269165190457,0.006053629986660979,0.3369,0.0,-0.018262913069561085,12.013364934655273,0.935583573815498,0.0,0.0,-0.0001545116966998821,0.008089982409292113,-0.07267267738477849,0.02824990042510626,-0.12043837426431457,0.021907388679982844,0.21632512145473284,-0.26759724352045794,0.09821936242314307,-0.006087864884331935,0.011099956429897162,-0.13329928332219412,33,0.0599,27.027027027027028,0.037,0.00013997213101902908,-0.04763713982354417,-0.0013479412314663078,-0.005448241895357671,0.12248108438991062,984.0,648.0,0.0631,0.0517,0.0089,0.3528905040716064,0.6364089104246584,0.9983165108506629,10000,1
SY_AR2_Timmer2_N10000_T20_tau50_eta1000_Mamp0.9_Tmod100_4.dat,0.0041389603891552685,1.8617991757765007,-0.9746192104973801,0.043339608262736654,-0.034407439568926834,0.0,-60.93629121513735,1.7633733172959922,58.257737755204836,28.52027572890444,2.568121633150518,1.9496969620253168,1.7146521849999998,1.9122903280067285,2.6507826852976915,4.335544535967107,1.987329762319885,1.5226535016989975,1.9349229518240305,4.212167366935924,0.155222615169823,0.08259107018886806,0.10645685351823651,0.059483500904744684,0.0740160404106607,0.12298363718802735,0.12034592125838689,0.0820831562847662,0.0886153604360656,0.10820184464042086,0.1801,0.4026,0.6032,0.8009,0.0055726377187230725,0.14099732490610367,0.6330733501817551,-0.004774625331945921,-1.9348855198340568e-05,4.052793351757862e-05,42.281000000000006,0.044262723342,0.0404795,-42.325,997.0,638.0,-0.9599298312970946,-0.010761044646501553,-0.02638934767378489,0.008922596681969026,0.003922196473887936,0.0008722462329706938,-0.003321390133258303,0.006965275303856681,0.3164,0.0,0.02682147094132551,11.698369950281382,0.7333383476340722,0.0,0.0,-5.21953693447348e-05,0.007298736155510103,0.25611305524643924,-0.2315391613235783,0.05586244272611079,0.13730119726533507,0.09927672819438353,0.013092611629979772,-0.2559762564381411,0.33611890711356396,-0.17790987359995944,-0.09237658071791809,39,0.0647,28.735632183908045,0.0348,-0.00011316351641343322,-0.04820556942075375,0.00233080080644827,-0.005228030662173652,9.52383489480249,995.0,611.0,0.0643,0.0514,0.0088,0.38246105477152925,0.6176417748150249,0.9999552842192989,10000,1
SY_AR2_Timmer3_N10000_Tmean20_tau50_Tmod100_MT5_eta1000_3.dat,0.006646725092108089,1.96101300748495,-1.0767067522382008,-0.00012323231865568607,0.006033538032437377,0.0,-32.78861315461999,1.6479852239551858,7.560506549765158,11.653234212119477,2.5797932026944275,1.8534264655172417,1.8233022462406014,1.7899615972812237,2.5486411300121508,4.073736071680679,1.881612993704749,1.7278494159150362,1.9346490569109576,3.994242340112697,0.10368912633844508,0.08606096840386904,0.08779669255365315,0.12406372844079325,0.13540234020437888,0.07762263791791571,0.05924673580142741,0.13431742056738058,0.09481769435252999,0.09698265541960693,0.2042,0.3956,0.584,0.8,0.14982304640059763,0.019022785177918305,0.7546262050225926,0.003125835282417904,1.2544836550071347e-05,4.013656765404465e-05,46.042,0.08174069551,0.138725,-48.477,1029.0,629.0,-0.9532971748416342,0.09896721513533752,0.0973386477375281,0.05824377623114412,0.010555216842985977,-0.004918668941371487,-0.03846605055181058,-0.060271939798573496,0.3104,0.0,-0.01640145227175257,11.58532691029593,-5.269217255295078,0.0,0.0,-0.00016996512389719679,0.0037313018508341486,-0.2181849168530818,-0.08614647593411212,-0.1045360167876702,0.2563589938366839,-0.2506200879521377,0.0989147470167465,0.03961353367458571,0.01623883090585588,0.13489275516529745,0.0046824524402185545,56,0.0681,32.6797385620915,0.0306,-0.00019613335189733067,-0.0580091859747269,0.0020901582308796647,0.044763156956229046,52.870403486549804,1031.0,623.0,0.0683,0.0537,0.0087,0.41091632370211273,0.6156264877961044,0.9993971127023138,10000,1
